n_run,missing_percent,stress,loss
16, 85, 2167.8313032708616, 4.052496910095215
16, 90, 2409.697610342113, 3.7415590286254883
16, 95, 3150.1847603553356, 2.012707233428955
17, 0, 1230.5769810281308, 4.1788201332092285
17, 5, 1222.7294312914926, 4.1175947189331055
17, 10, 1492.9573328732738, 5.151788711547852
17, 15, 1249.1604676286574, 4.156100273132324
17, 20, 1263.0333861959823, 4.152159214019775
17, 25, 1248.358626380531, 4.1180572509765625
17, 30, 1275.8895610383909, 4.1192827224731445
17, 35, 1302.6375878049464, 4.126966953277588
17, 40, 1266.0542170599242, 3.9784560203552246
17, 45, 1285.494244896301, 4.01859188079834
17, 50, 1704.8499071398896, 5.24746036529541
17, 55, 1301.350593708546, 3.97265625
17, 60, 1394.7639036633796, 3.963693141937256
17, 65, 1406.0896629742128, 3.9100608825683594
17, 70, 1389.6408615426787, 3.790442943572998
17, 75, 2020.9690209867254, 4.9128193855285645
17, 80, 1614.8124209194991, 3.610450029373169
17, 85, 2190.333100883722, 4.344973564147949
17, 90, 2505.2674280556002, 3.7452752590179443
17, 95, 3226.204719915341, 2.1346235275268555
18, 0, 1227.7293886393913, 4.1674723625183105
18, 5, 1226.2495071610836, 4.144302845001221
18, 10, 1231.4639821585733, 4.101552486419678
18, 15, 1232.2795222918533, 4.077123641967773
18, 20, 1242.0054343106392, 4.083893775939941
18, 25, 1254.5283744500882, 4.048250198364258
18, 30, 1258.562849474152, 4.036952495574951
18, 35, 1267.615793892029, 4.005849361419678
18, 40, 1269.9166375122795, 4.001513481140137
18, 45, 1270.4019650756272, 3.964179039001465
18, 50, 1314.143541145449, 3.9954919815063477
18, 55, 1357.478761457944, 4.025471210479736
18, 60, 1360.2360957041767, 3.9646902084350586
18, 65, 1810.8479633374127, 4.925296783447266
18, 70, 1438.6521498927286, 3.831768751144409
18, 75, 1967.3982740640176, 4.799444675445557
18, 80, 1767.8038274664202, 3.8974761962890625
18, 85, 2094.602283264918, 3.992128372192383
18, 90, 2768.2040781896317, 4.114982604980469
18, 95, 2991.0009859291386, 2.124959707260132
19, 0, 1229.887022061255, 4.176032066345215
19, 5, 1237.3659497499361, 4.1800217628479
19, 10, 1232.4866795488263, 4.125351428985596
19, 15, 1236.488225396778, 4.113744258880615
19, 20, 1243.3156092835704, 4.111519813537598
19, 25, 1244.5184206513698, 4.0878801345825195
19, 30, 1251.1334286838246, 3.983062744140625
19, 35, 1260.6857997442232, 4.035785675048828
19, 40, 1262.4237020955177, 3.9464147090911865
19, 45, 1262.4200876551063, 3.872365951538086
19, 50, 1289.904579594213, 3.9137208461761475
19, 55, 1316.659328068774, 3.915778636932373
19, 60, 1349.3519381009605, 3.8394901752471924
19, 65, 1377.5340142162513, 3.832742691040039
19, 70, 1431.4885665724858, 3.6405844688415527
19, 75, 1634.7669677123372, 3.934187889099121
19, 80, 1883.0092929261527, 4.136789321899414
19, 85, 1963.2422406110668, 3.9094417095184326
19, 90, 2602.022687086514, 3.83154559135437
19, 95, 3110.837227646676, 2.0408682823181152
20, 0, 1230.6689981800978, 4.179167747497559
20, 5, 1479.179652921957, 5.141796112060547
20, 10, 1238.830257453135, 4.14477014541626
20, 15, 1242.3829090497366, 4.1388373374938965
20, 20, 1246.372377276401, 4.141231536865234
20, 25, 1251.4353738985553, 4.086967468261719
20, 30, 1258.5297453774347, 4.026022434234619
20, 35, 1586.1324071981417, 5.2048563957214355
20, 40, 1263.4012065356494, 3.892317295074463
20, 45, 1282.2840731271654, 3.9610958099365234
20, 50, 1373.5430888203944, 4.106057167053223
20, 55, 1344.499813061871, 3.9753503799438477
20, 60, 1797.697157312719, 5.163934230804443
20, 65, 1353.28660765652, 3.799978256225586
20, 70, 1461.1607718413568, 3.8960461616516113
20, 75, 1518.9704724334665, 3.752760648727417
20, 80, 1651.0507200548511, 3.6998701095581055
20, 85, 2168.112028587057, 4.174332141876221
20, 90, 2273.2164854393086, 3.3377113342285156
20, 95, 3062.6228595695443, 2.087115526199341
